entry,at,order
"""Ethan @ w1_Hje3yn2"" collected 265 from pot with Pair, K's (combination: K♥, K♠, Q♥, J♠, 10♠)",2020-10-01T03:29:27.713Z,160152296771501
"""Ethan @ w1_Hje3yn2"" shows a K♥, 10♠.",2020-10-01T03:29:27.713Z,160152296771500
"""Chris @ 1YCO6xRgZF"" calls 100",2020-10-01T03:29:26.907Z,160152296690800
"""Ethan @ w1_Hje3yn2"" bets 100",2020-10-01T03:29:25.551Z,160152296555100
"""Chris @ 1YCO6xRgZF"" checks",2020-10-01T03:29:22.136Z,160152296213700
"river: 4♦, Q♥, J♠, 2♦ [K♠]",2020-10-01T03:29:19.890Z,160152295989400
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T03:29:19.081Z,160152295908200
"""Chris @ 1YCO6xRgZF"" checks",2020-10-01T03:29:17.430Z,160152295743100
"turn: 4♦, Q♥, J♠ [2♦]",2020-10-01T03:29:15.164Z,160152295516600
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T03:29:14.358Z,160152295435900
"""Chris @ 1YCO6xRgZF"" checks",2020-10-01T03:29:12.979Z,160152295298000
"flop:  [4♦, Q♥, J♠]",2020-10-01T03:29:08.400Z,160152294840100
"""Chris @ 1YCO6xRgZF"" calls 30",2020-10-01T03:29:07.592Z,160152294759300
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T03:29:04.990Z,160152294499100
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T03:29:02.983Z,160152294298300
"""Ethan @ w1_Hje3yn2"" raises to 30",2020-10-01T03:28:58.383Z,160152293838400
"""andy @ x1ssluuc4S"" folds",2020-10-01T03:28:55.676Z,160152293567700
"""Steven @ GWM99dqAoi"" folds",2020-10-01T03:28:54.336Z,160152293433700
"""meesh @ He9325iWeJ"" folds",2020-10-01T03:28:52.874Z,160152293287700
"""Chris @ 1YCO6xRgZF"" posts a big blind of 10",2020-10-01T03:28:45.977Z,160152292597810
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T03:28:45.977Z,160152292597809
"Player stacks: #1 ""andy @ x1ssluuc4S"" (4015) | #3 ""Ethan @ w1_Hje3yn2"" (4652) | #4 ""Cal @ C1JUuMhLYL"" (3631) | #6 ""Justin @ _g_OqsZX-M"" (4131) | #7 ""Chris @ 1YCO6xRgZF"" (511) | #9 ""meesh @ He9325iWeJ"" (2119) | #10 ""Steven @ GWM99dqAoi"" (1941)",2020-10-01T03:28:45.977Z,160152292597801
"-- starting hand #53  (No Limit Texas Hold'em) (dealer: ""Cal @ C1JUuMhLYL"") --",2020-10-01T03:28:45.977Z,160152292597800
"-- ending hand #52 --",2020-10-01T03:28:43.061Z,160152292306202
"""Cal @ C1JUuMhLYL"" collected 70 from pot",2020-10-01T03:28:43.061Z,160152292306201
"Uncalled bet of 52 returned to ""Cal @ C1JUuMhLYL""",2020-10-01T03:28:43.061Z,160152292306200
"""andy @ x1ssluuc4S"" folds",2020-10-01T03:28:42.250Z,160152292225100
"""Cal @ C1JUuMhLYL"" bets 52",2020-10-01T03:28:22.884Z,160152290288500
"flop:  [K♥, J♦, A♦]",2020-10-01T03:28:18.274Z,160152289827600
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T03:28:17.470Z,160152289747100
"""Cal @ C1JUuMhLYL"" calls 30",2020-10-01T03:28:12.400Z,160152289240100
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T03:28:05.486Z,160152288548700
"""andy @ x1ssluuc4S"" raises to 30",2020-10-01T03:28:03.703Z,160152288370400
"""Steven @ GWM99dqAoi"" folds",2020-10-01T03:27:55.268Z,160152287526800
"""meesh @ He9325iWeJ"" folds",2020-10-01T03:27:54.374Z,160152287437500
"""Chris @ 1YCO6xRgZF"" folds",2020-10-01T03:27:52.869Z,160152287287000
"""Justin @ _g_OqsZX-M"" posts a big blind of 10",2020-10-01T03:27:50.213Z,160152287021410
"""Cal @ C1JUuMhLYL"" posts a small blind of 5",2020-10-01T03:27:50.213Z,160152287021409
"Player stacks: #1 ""andy @ x1ssluuc4S"" (4045) | #3 ""Ethan @ w1_Hje3yn2"" (4652) | #4 ""Cal @ C1JUuMhLYL"" (3591) | #6 ""Justin @ _g_OqsZX-M"" (4141) | #7 ""Chris @ 1YCO6xRgZF"" (511) | #9 ""meesh @ He9325iWeJ"" (2119) | #10 ""Steven @ GWM99dqAoi"" (1941)",2020-10-01T03:27:50.213Z,160152287021401
"-- starting hand #52  (No Limit Texas Hold'em) (dealer: ""Ethan @ w1_Hje3yn2"") --",2020-10-01T03:27:50.213Z,160152287021400
"-- ending hand #51 --",2020-10-01T03:27:47.299Z,160152286730002
"""andy @ x1ssluuc4S"" collected 855 from pot",2020-10-01T03:27:47.299Z,160152286730001
"Uncalled bet of 800 returned to ""andy @ x1ssluuc4S""",2020-10-01T03:27:47.299Z,160152286730000
"""meesh @ He9325iWeJ"" folds",2020-10-01T03:27:46.491Z,160152286649200
"""andy @ x1ssluuc4S"" bets 800",2020-10-01T03:27:08.107Z,160152282810800
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:27:06.078Z,160152282607800
"turn: 6♠, 10♥, 3♣ [9♣]",2020-10-01T03:27:02.634Z,160152282263600
"""meesh @ He9325iWeJ"" calls 250",2020-10-01T03:27:01.827Z,160152282182800
"""andy @ x1ssluuc4S"" bets 250",2020-10-01T03:26:56.078Z,160152281607900
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:26:54.080Z,160152281408100
"flop:  [6♠, 10♥, 3♣]",2020-10-01T03:26:51.485Z,160152281148600
"""Steven @ GWM99dqAoi"" folds",2020-10-01T03:26:50.675Z,160152281067600
"""meesh @ He9325iWeJ"" calls 150",2020-10-01T03:26:49.784Z,160152280978500
"""Chris @ 1YCO6xRgZF"" folds",2020-10-01T03:26:48.054Z,160152280805500
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T03:26:45.749Z,160152280574900
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T03:26:44.301Z,160152280430200
"""andy @ x1ssluuc4S"" raises to 150",2020-10-01T03:26:43.412Z,160152280341300
"""Steven @ GWM99dqAoi"" raises to 30",2020-10-01T03:26:33.018Z,160152279302000
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T03:26:29.906Z,160152278990900
"""Chris @ 1YCO6xRgZF"" calls 10",2020-10-01T03:26:21.983Z,160152278198400
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T03:26:21.073Z,160152278107400
"""Cal @ C1JUuMhLYL"" posts a big blind of 10",2020-10-01T03:26:19.584Z,160152277958510
"""Ethan @ w1_Hje3yn2"" posts a small blind of 5",2020-10-01T03:26:19.584Z,160152277958509
"Player stacks: #1 ""andy @ x1ssluuc4S"" (3590) | #3 ""Ethan @ w1_Hje3yn2"" (4657) | #4 ""Cal @ C1JUuMhLYL"" (3601) | #6 ""Justin @ _g_OqsZX-M"" (4141) | #7 ""Chris @ 1YCO6xRgZF"" (521) | #9 ""meesh @ He9325iWeJ"" (2519) | #10 ""Steven @ GWM99dqAoi"" (1971)",2020-10-01T03:26:19.584Z,160152277958501
"-- starting hand #51  (No Limit Texas Hold'em) (dealer: ""andy @ x1ssluuc4S"") --",2020-10-01T03:26:19.584Z,160152277958500
"""Cal @ C1JUuMhLYL"" shows a 10♦, 6♣.",2020-10-01T03:26:13.052Z,160152277305200
"-- ending hand #50 --",2020-10-01T03:26:12.033Z,160152277203403
"""Steven @ GWM99dqAoi"" shows a 2♣, 2♠.",2020-10-01T03:26:12.033Z,160152277203402
"""meesh @ He9325iWeJ"" collected 465 from pot with Two Pair, 10's & 6's (combination: 10♠, 10♥, 6♦, 6♥, A♣)",2020-10-01T03:26:12.033Z,160152277203401
"""meesh @ He9325iWeJ"" shows a 10♠, Q♠.",2020-10-01T03:26:12.033Z,160152277203400
"""meesh @ He9325iWeJ"" calls 120",2020-10-01T03:26:11.225Z,160152277122600
"""Steven @ GWM99dqAoi"" bets 120",2020-10-01T03:26:03.491Z,160152276349200
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:26:01.185Z,160152276118600
"river: 6♦, 10♥, 8♦, 6♥ [A♣]",2020-10-01T03:25:56.117Z,160152275612200
"""Steven @ GWM99dqAoi"" checks",2020-10-01T03:25:55.312Z,160152275531300
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:25:54.416Z,160152275441700
"turn: 6♦, 10♥, 8♦ [6♥]",2020-10-01T03:25:48.493Z,160152274849500
"""meesh @ He9325iWeJ"" calls 75",2020-10-01T03:25:47.687Z,160152274768800
"""Steven @ GWM99dqAoi"" bets 75",2020-10-01T03:25:46.331Z,160152274633200
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:25:38.981Z,160152273898200
"flop:  [6♦, 10♥, 8♦]",2020-10-01T03:25:32.943Z,160152273294400
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T03:25:32.138Z,160152273213900
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T03:25:29.984Z,160152272998500
"""andy @ x1ssluuc4S"" folds",2020-10-01T03:25:26.626Z,160152272662700
"""Steven @ GWM99dqAoi"" raises to 30",2020-10-01T03:25:22.770Z,160152272277100
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T03:25:20.116Z,160152272011700
"""Chris @ 1YCO6xRgZF"" folds",2020-10-01T03:25:19.221Z,160152271922200
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T03:25:18.231Z,160152271823100
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T03:25:17.342Z,160152271734300
"""Ethan @ w1_Hje3yn2"" posts a big blind of 10",2020-10-01T03:25:11.583Z,160152271158410
"""andy @ x1ssluuc4S"" posts a small blind of 5",2020-10-01T03:25:11.583Z,160152271158409
"Player stacks: #1 ""andy @ x1ssluuc4S"" (3595) | #3 ""Ethan @ w1_Hje3yn2"" (4667) | #4 ""Cal @ C1JUuMhLYL"" (3601) | #6 ""Justin @ _g_OqsZX-M"" (4141) | #7 ""Chris @ 1YCO6xRgZF"" (521) | #9 ""meesh @ He9325iWeJ"" (2279) | #10 ""Steven @ GWM99dqAoi"" (2196)",2020-10-01T03:25:11.583Z,160152271158401
"-- starting hand #50  (No Limit Texas Hold'em) (dealer: ""Steven @ GWM99dqAoi"") --",2020-10-01T03:25:11.583Z,160152271158400
"-- ending hand #49 --",2020-10-01T03:25:05.052Z,160152270505402
"""Ethan @ w1_Hje3yn2"" collected 404 from pot with Flush, Ad High (combination: A♦, Q♦, J♦, 10♦, 9♦)",2020-10-01T03:25:05.052Z,160152270505401
"""Ethan @ w1_Hje3yn2"" shows a J♥, 10♦.",2020-10-01T03:25:05.052Z,160152270505400
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:25:04.246Z,160152270424700
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T03:25:02.643Z,160152270264400
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T03:25:00.721Z,160152270072100
"river: Q♦, 4♠, A♦, 9♦ [J♦]",2020-10-01T03:24:53.881Z,160152269388700
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:24:53.075Z,160152269307600
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T03:24:51.756Z,160152269175700
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T03:24:46.030Z,160152268603100
"turn: Q♦, 4♠, A♦ [9♦]",2020-10-01T03:24:43.026Z,160152268302800
"""Ethan @ w1_Hje3yn2"" calls 93",2020-10-01T03:24:42.221Z,160152268222200
"""andy @ x1ssluuc4S"" folds",2020-10-01T03:24:40.664Z,160152268066500
"""meesh @ He9325iWeJ"" calls 93",2020-10-01T03:24:39.609Z,160152267961000
"""Justin @ _g_OqsZX-M"" bets 93",2020-10-01T03:24:35.937Z,160152267593800
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T03:24:28.576Z,160152266857700
"""andy @ x1ssluuc4S"" checks",2020-10-01T03:24:24.695Z,160152266469600
"flop:  [Q♦, 4♠, A♦]",2020-10-01T03:24:24.528Z,160152266453000
"""andy @ x1ssluuc4S"" calls 30",2020-10-01T03:24:23.722Z,160152266372200
"""Steven @ GWM99dqAoi"" folds",2020-10-01T03:24:20.537Z,160152266053800
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T03:24:19.643Z,160152265964400
"""Chris @ 1YCO6xRgZF"" folds",2020-10-01T03:24:15.142Z,160152265514300
"""Justin @ _g_OqsZX-M"" calls 30",2020-10-01T03:24:13.947Z,160152265394700
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T03:24:09.612Z,160152264961500
"""Ethan @ w1_Hje3yn2"" raises to 30",2020-10-01T03:24:05.727Z,160152264572800
"""andy @ x1ssluuc4S"" posts a big blind of 10",2020-10-01T03:24:00.987Z,160152264098810
"""Steven @ GWM99dqAoi"" posts a small blind of 5",2020-10-01T03:24:00.987Z,160152264098809
"Player stacks: #1 ""andy @ x1ssluuc4S"" (3625) | #3 ""Ethan @ w1_Hje3yn2"" (4386) | #4 ""Cal @ C1JUuMhLYL"" (3601) | #6 ""Justin @ _g_OqsZX-M"" (4264) | #7 ""Chris @ 1YCO6xRgZF"" (521) | #9 ""meesh @ He9325iWeJ"" (2402) | #10 ""Steven @ GWM99dqAoi"" (2201)",2020-10-01T03:24:00.987Z,160152264098801
"-- starting hand #49  (No Limit Texas Hold'em) (dealer: ""meesh @ He9325iWeJ"") --",2020-10-01T03:24:00.987Z,160152264098800
"-- ending hand #48 --",2020-10-01T03:23:58.070Z,160152263807102
"""Justin @ _g_OqsZX-M"" collected 25 from pot",2020-10-01T03:23:58.070Z,160152263807101
"Uncalled bet of 20 returned to ""Justin @ _g_OqsZX-M""",2020-10-01T03:23:58.070Z,160152263807100
"""Steven @ GWM99dqAoi"" folds",2020-10-01T03:23:57.264Z,160152263726400
"""meesh @ He9325iWeJ"" folds",2020-10-01T03:23:56.370Z,160152263637100
"""Chris @ 1YCO6xRgZF"" folds",2020-10-01T03:23:55.470Z,160152263547100
"""Justin @ _g_OqsZX-M"" raises to 30",2020-10-01T03:23:54.393Z,160152263439400
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T03:23:48.989Z,160152262899100
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T03:23:44.567Z,160152262456700
"""andy @ x1ssluuc4S"" folds",2020-10-01T03:23:42.674Z,160152262267400
"""Steven @ GWM99dqAoi"" posts a big blind of 10",2020-10-01T03:23:41.392Z,160152262139310
"""meesh @ He9325iWeJ"" posts a small blind of 5",2020-10-01T03:23:41.392Z,160152262139309
"Player stacks: #1 ""andy @ x1ssluuc4S"" (3625) | #3 ""Ethan @ w1_Hje3yn2"" (4386) | #4 ""Cal @ C1JUuMhLYL"" (3601) | #6 ""Justin @ _g_OqsZX-M"" (4249) | #7 ""Chris @ 1YCO6xRgZF"" (521) | #9 ""meesh @ He9325iWeJ"" (2407) | #10 ""Steven @ GWM99dqAoi"" (2211)",2020-10-01T03:23:41.392Z,160152262139301
"-- starting hand #48  (No Limit Texas Hold'em) (dealer: ""Chris @ 1YCO6xRgZF"") --",2020-10-01T03:23:41.392Z,160152262139300
"-- ending hand #47 --",2020-10-01T03:23:38.478Z,160152261848102
"""Cal @ C1JUuMhLYL"" collected 275 from pot",2020-10-01T03:23:38.478Z,160152261848101
"Uncalled bet of 206 returned to ""Cal @ C1JUuMhLYL""",2020-10-01T03:23:38.478Z,160152261848100
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T03:23:37.672Z,160152261767300
"""meesh @ He9325iWeJ"" folds",2020-10-01T03:23:36.791Z,160152261679100
"""Cal @ C1JUuMhLYL"" raises to 256",2020-10-01T03:23:15.963Z,160152259596400
"""Ethan @ w1_Hje3yn2"" calls 50",2020-10-01T03:23:09.793Z,160152258979400
"""andy @ x1ssluuc4S"" folds",2020-10-01T03:23:05.965Z,160152258596600
"""meesh @ He9325iWeJ"" bets 50",2020-10-01T03:23:03.335Z,160152258333600
"flop:  [10♠, 2♠, 8♠]",2020-10-01T03:22:55.951Z,160152257595300
"""meesh @ He9325iWeJ"" calls 30",2020-10-01T03:22:55.143Z,160152257514400
"""Chris @ 1YCO6xRgZF"" folds",2020-10-01T03:22:44.481Z,160152256448200
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T03:22:43.596Z,160152256359700
"""Cal @ C1JUuMhLYL"" calls 30",2020-10-01T03:22:36.024Z,160152255602500
"""Ethan @ w1_Hje3yn2"" calls 30",2020-10-01T03:22:32.700Z,160152255270100
"""andy @ x1ssluuc4S"" raises to 30",2020-10-01T03:22:30.310Z,160152255031100
"""Steven @ GWM99dqAoi"" folds",2020-10-01T03:22:28.072Z,160152254807300
"""meesh @ He9325iWeJ"" posts a big blind of 10",2020-10-01T03:22:26.757Z,160152254675910
"""Chris @ 1YCO6xRgZF"" posts a small blind of 5",2020-10-01T03:22:26.757Z,160152254675909
"Player stacks: #1 ""andy @ x1ssluuc4S"" (3655) | #3 ""Ethan @ w1_Hje3yn2"" (4466) | #4 ""Cal @ C1JUuMhLYL"" (3406) | #6 ""Justin @ _g_OqsZX-M"" (4249) | #7 ""Chris @ 1YCO6xRgZF"" (526) | #9 ""meesh @ He9325iWeJ"" (2487) | #10 ""Steven @ GWM99dqAoi"" (2211)",2020-10-01T03:22:26.757Z,160152254675901
"-- starting hand #47  (No Limit Texas Hold'em) (dealer: ""Justin @ _g_OqsZX-M"") --",2020-10-01T03:22:26.757Z,160152254675900
"-- ending hand #46 --",2020-10-01T03:22:23.844Z,160152254384502
"""andy @ x1ssluuc4S"" collected 195 from pot",2020-10-01T03:22:23.844Z,160152254384501
"Uncalled bet of 120 returned to ""andy @ x1ssluuc4S""",2020-10-01T03:22:23.844Z,160152254384500
"""Steven @ GWM99dqAoi"" folds",2020-10-01T03:22:23.032Z,160152254303300
"""meesh @ He9325iWeJ"" folds",2020-10-01T03:21:49.607Z,160152250960700
"""andy @ x1ssluuc4S"" bets 120",2020-10-01T03:21:46.496Z,160152250649700
"""Steven @ GWM99dqAoi"" checks",2020-10-01T03:21:40.823Z,160152250082400
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:21:34.048Z,160152249404900
"flop:  [J♦, 10♦, K♣]",2020-10-01T03:21:30.495Z,160152249049600
"""Steven @ GWM99dqAoi"" calls 60",2020-10-01T03:21:29.688Z,160152248968900
"""meesh @ He9325iWeJ"" calls 60",2020-10-01T03:21:18.297Z,160152247829800
"""Chris @ 1YCO6xRgZF"" folds",2020-10-01T03:21:15.184Z,160152247518500
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T03:21:12.070Z,160152247207100
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T03:21:11.181Z,160152247118200
"""Ethan @ w1_Hje3yn2"" folds",2020-10-01T03:21:09.985Z,160152246998600
"""andy @ x1ssluuc4S"" raises to 60",2020-10-01T03:21:08.342Z,160152246834300
"""Steven @ GWM99dqAoi"" calls 10",2020-10-01T03:21:04.986Z,160152246498900
"""meesh @ He9325iWeJ"" calls 10",2020-10-01T03:21:03.440Z,160152246344100
"""Chris @ 1YCO6xRgZF"" posts a big blind of 10",2020-10-01T03:21:00.584Z,160152246058510
"""Justin @ _g_OqsZX-M"" posts a small blind of 5",2020-10-01T03:21:00.584Z,160152246058509
"Player stacks: #1 ""andy @ x1ssluuc4S"" (3520) | #3 ""Ethan @ w1_Hje3yn2"" (4466) | #4 ""Cal @ C1JUuMhLYL"" (3406) | #6 ""Justin @ _g_OqsZX-M"" (4254) | #7 ""Chris @ 1YCO6xRgZF"" (536) | #9 ""meesh @ He9325iWeJ"" (2547) | #10 ""Steven @ GWM99dqAoi"" (2271)",2020-10-01T03:21:00.584Z,160152246058501
"-- starting hand #46  (No Limit Texas Hold'em) (dealer: ""Cal @ C1JUuMhLYL"") --",2020-10-01T03:21:00.584Z,160152246058500
"""Cal @ C1JUuMhLYL"" shows a 10♥, K♠.",2020-10-01T03:20:55.365Z,160152245536600
"-- ending hand #45 --",2020-10-01T03:20:53.078Z,160152245308003
"""meesh @ He9325iWeJ"" shows a 10♠, J♠.",2020-10-01T03:20:53.078Z,160152245308002
"""Ethan @ w1_Hje3yn2"" collected 600 from pot with Two Pair, 8's & 4's (combination: 8♠, 8♥, 4♠, 4♥, K♦)",2020-10-01T03:20:53.078Z,160152245308001
"""Ethan @ w1_Hje3yn2"" shows a 6♠, 4♠.",2020-10-01T03:20:53.078Z,160152245308000
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T03:20:52.273Z,160152245227400
"""Steven @ GWM99dqAoi"" checks",2020-10-01T03:20:50.798Z,160152245079900
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:20:49.858Z,160152244985900
"river: 2♦, 8♠, 8♥, 4♥ [K♦]",2020-10-01T03:20:46.944Z,160152244695000
"""meesh @ He9325iWeJ"" calls 150",2020-10-01T03:20:46.138Z,160152244613900
"""Justin @ _g_OqsZX-M"" folds",2020-10-01T03:20:42.961Z,160152244296200
"""Cal @ C1JUuMhLYL"" folds",2020-10-01T03:20:41.150Z,160152244115100
"""Ethan @ w1_Hje3yn2"" calls 150",2020-10-01T03:20:40.123Z,160152244012400
"""Steven @ GWM99dqAoi"" bets 150",2020-10-01T03:20:32.598Z,160152243259800
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:20:30.858Z,160152243085800
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T03:20:29.769Z,160152242976900
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T03:20:27.749Z,160152242775000
"turn: 2♦, 8♠, 8♥ [4♥]",2020-10-01T03:20:15.209Z,160152241521100
"""Ethan @ w1_Hje3yn2"" checks",2020-10-01T03:20:14.402Z,160152241440300
"""Steven @ GWM99dqAoi"" checks",2020-10-01T03:20:12.183Z,160152241218400
"""meesh @ He9325iWeJ"" checks",2020-10-01T03:20:09.676Z,160152240967700
"""Justin @ _g_OqsZX-M"" checks",2020-10-01T03:20:08.411Z,160152240841200
"""Cal @ C1JUuMhLYL"" checks",2020-10-01T03:20:04.945Z,160152240494500
"flop:  [2♦, 8♠, 8♥]",2020-10-01T03:20:02.985Z,160152240298700
